DATA_MANAGE_NO,DATA_TITLE_NM,SUMRY_CN,SBJT_NM,MIDDL_SBJT_NM,MAIN_THUMB_URL,CNTNTS_URL,ERA_NM,CTPRVN_NM,SIGNGU_NM,ADDR,CTLSTT_LA,CTLSTT_LO,RELATE_PLACE_NM,REGIST_DE,CORE_KWRD_CN,SEXDSTN_CD,INTRST_REALM_NM,PGE_VIEWS_CO,VISIT_CO,OPN_DE
20231200204,한센인 격리와 정착의 역사 - 의왕 한국한센복지협회,"경기도 의왕시 한국한센복지협회의 뿌리는 1926년 발족한 조선나병근절책연구회라고 할 수 있다. 한센인은 격리 수용하는 것이 최선이라는 당시의 인식에 따라 대규모 수용소 건설을 추진한 명망가 단체다. 격리 정책은 해방 후에도 계속되다가 1960년대 들어서야 정착촌 정책으로 바뀌었다. 1948년 대한나예방협회 역시 격리에 중점을 두었다. 한국한센복지협회는 과거 문둥병, 나병으로 불리던 질병이 2000년에 한센병으로 공식 명명됨에 따라 새로운 이름을 가지게 되었다. 의왕 한국한센복지협회는 인근 성 나자로 마을에서 50년 무상 대여한 땅에 병원과 사무실을 지었다. 1951년 모락산 자락에 자리 잡은 성 나자로 마을은 1970부터 원장으로 28년 봉직한 이경재 신부 재임 기간에 현재의 모습을 갖추었다. 한국한센복지협회와 성 나자로 마을은 문둥병이라는 차별적인 병명이 한센병으로 바뀌기까지 한센인들이 겪은 고통과 시련의 삶을 간직하고 있다.",공간으로 읽는 근대문화 역사유산,근대 의술과 인술 사이에서,https://minio.nculture.org/amsweb-opt/3ds/28/84383/84383_thumbnail.jpg,https://ncms.nculture.org/legacy/story/778,현대-현대(1945.8.15~현재),경기도,의왕시,경기도 의왕시 원골로 59,37.3619452,126.9711473,소록도 시설 (국립소록도병원),20230101,"한국한센복지협회, 성 나자로 마을, 이경재, 조선나병근절책연구회",F,뉴스 & 정치/열렬한 뉴스 독자/연예 뉴스 매니아,23,23,20231230
20231200205,초량 이바구길의 곡절 많은 터줏대감-부산 구 백제병원,"부산역 맞은편 초량 이바구길 초입에 위치한 백제병원 건물은 1927년 지어졌다. 백제병원은 부산 최초의 개인병원으로서, 부산부립병원, 철도병원과 함께 부산 3대 병원으로 꼽혔다. 백제병원 건물은 4층 건물과 잇달아 지은 6층 건물을 이어 붙였는데, 단층과 2~3층이 고작이던 당시 부산에서 우뚝 솟은 건물이었다. 하지만 설립자인 외과의사 최용해가 건축 과정에서 무리하게 빚을 끌어다 쓴데다 행려병자 시신으로 인체 표본을 제작해 보관하다 적발되면서, 급기야 설립자가 병원 문을 닫고 일본으로 도주하였다. 백제병원 건물은 중국인이 인수하여 봉래각이라는 청요릿집으로 개조되었다. 객실을 120개나 설치한 봉래각 또한 부산 명물로 명성을 날렸으나, 중일전쟁 이후 주인이 고국으로 돌아가면서 1942년 폐업했다. 이후 일본군 장교숙소였다가 해방 후에는 부산치안사령부, 전쟁 시기에는 중화민국 임시 대사관으로 쓰였다. 1953년 신라예식장으로 용도가 바뀌었으나, 예식장도 1960년대 중반 문을 닫았다. 1972년에는 이웃 건물에서 발생한 화재로 건물의 3분의 2가 불에 타, 5층 이상은 철거되었다. 다행히 골조와 1~2층은 옛 모습을 모두 잃지는 않았다. 2009년 새 주인이 인수하였고, 복원에 준하는 리모델링을 거쳐 2015년부터 카페 겸 문화예술 공간으로 활용되고 있다.",공간으로 읽는 근대문화 역사유산,근대 의술과 인술 사이에서,https://minio.nculture.org/amsweb-opt/3ds/228/84333/84333_thumbnail.jpg,https://ncms.nculture.org/legacy/story/783,근대-일제강점기(1910.8.22~1945.8.14),부산광역시,동구,부산 동구 초량동 460-2,35.11625252,129.0388649,부산 차이나타운,20230101,"부산 백제병원, 부산 봉래각, 최용해, 부산 신라예식장, 초량 이바구길, 브라운핸즈 카페",F,뉴스 & 정치/열렬한 뉴스 독자/연예 뉴스 매니아,23,23,20231230
20231200206,"누룩, 국가가 통제하다.",누룩은 곡식을 발효시켜 술로 만들 때 필요한 발효제이다. 전근대 시기 누룩은 주로 밀로 만들었는데 밀 농사를 지은 농민들이 부업으로 만들어 장에서 팔았다. 일제시대 대규모로 누룩을 제조하는 공장들이 출현하였는데 농촌에서 부업으로 만드는 누룩도 공존하였다. 1930년대 일제는 누룩 제조를 특정 공장에만 허가하고 전매권을 주었다. 다양하게 만들어지던 누룩은 국가에 의해 통제되었다.,근대 신문으로 보는 음식,전통 음식과 식재료의 변화,https://minio.nculture.org/amsweb-opt/multimedia_assets/202/25909/7566/c/25909-thumb.jpg,https://ncms.nculture.org/legacy/story/2727,근대-일제강점기(1910.8.22~1945.8.14),부산광역시,금정구,부산광역시 금정구 금성동 554-1 금정산성 막걸리 찾아가는 양조장,35.250417,129.056476,부산 산성마을,20230101,"곡자화시, 곡자제조장, 산성누룩, 재래종 밀",M,미디어 & 엔터테인먼트/영화 애호가,23,21,20231230
20231200207,"동양 최초의 바다 밑 터널, 통영 해저터널","통영반도 남단과 미륵도를 연결하는 통영 해저터널은 동양 최초의 해저터널이다. 일제강점기 이전부터 통영으로 이주해온 일본인 이주 어민들은 연안에서 어로 활동을 하며 물고기 떼를 쫓아 빠르게 이동할 필요가 있었는데, 미륵도와 통영 사이의 해협이 너무 좁아 미륵도를 빙 돌아 가야 하는 불편함이 있었다. 그래서 일제는 1932년 통영운하를 완공했다. 통영운하 개통 후 운하를 건너다니도록 하기 위해 교량 대신 만든 것이 해저터널이다. 터널을 만든 지역은 판데목이라는 곳인데, 임진왜란 한산대첩 때 많은 왜군이 이순신의 학익진에 대패해 판데목 부근에서 수장됐다고 한다. 일본인들이 조상의 유해 위로 건너다닐 수 없어서 해저터널을 팠다는 이야기도 전해진다.",공간으로 읽는 근대문화 역사유산,"빼앗긴 들, 뒤틀린 근대",https://minio.nculture.org/amsweb-opt/multimedia_assets/140/85835/93850/c/%ED%86%B5%EC%98%81-%ED%95%B4%EC%A0%80%ED%84%B0%EB%84%90-%281%29_rev-thumb.jpg,https://ncms.nculture.org/legacy/story/2936,근대-일제강점기(1910.8.22~1945.8.14),경상남도,통영시,경상남도 통영시 도남로 57-1,34.834788,128.40991,충무교,20230101,"통영 해저터널, 통영운하, 충무공 이순신, 판데목, 미륵도",F,뉴스 & 정치/열렬한 뉴스 독자/열렬한 정치 뉴스 독자,23,21,20231230
20231200208,"누룩, 국가가 통제하다.",누룩은 곡식을 발효시켜 술로 만들 때 필요한 발효제이다. 전근대 시기 누룩은 주로 밀로 만들었는데 밀 농사를 지은 농민들이 부업으로 만들어 장에서 팔았다. 일제시대 대규모로 누룩을 제조하는 공장들이 출현하였는데 농촌에서 부업으로 만드는 누룩도 공존하였다. 1930년대 일제는 누룩 제조를 특정 공장에만 허가하고 전매권을 주었다. 다양하게 만들어지던 누룩은 국가에 의해 통제되었다.,근대 신문으로 보는 음식,전통 음식과 식재료의 변화,https://minio.nculture.org/amsweb-opt/multimedia_assets/202/25909/7566/c/25909-thumb.jpg,https://ncms.nculture.org/legacy/story/2727,근대-일제강점기(1910.8.22~1945.8.14),부산광역시,금정구,부산광역시 금정구 금성동 554-1 금정산성 막걸리 찾아가는 양조장,35.250417,129.056476,부산 산성마을,20230101,"곡자화시, 곡자제조장, 산성누룩, 재래종 밀",F,음식 & 다이닝/식도락가,23,19,20231230
20231200209,"누룩, 국가가 통제하다.",누룩은 곡식을 발효시켜 술로 만들 때 필요한 발효제이다. 전근대 시기 누룩은 주로 밀로 만들었는데 밀 농사를 지은 농민들이 부업으로 만들어 장에서 팔았다. 일제시대 대규모로 누룩을 제조하는 공장들이 출현하였는데 농촌에서 부업으로 만드는 누룩도 공존하였다. 1930년대 일제는 누룩 제조를 특정 공장에만 허가하고 전매권을 주었다. 다양하게 만들어지던 누룩은 국가에 의해 통제되었다.,근대 신문으로 보는 음식,전통 음식과 식재료의 변화,https://minio.nculture.org/amsweb-opt/multimedia_assets/202/25909/7566/c/25909-thumb.jpg,https://ncms.nculture.org/legacy/story/2727,근대-일제강점기(1910.8.22~1945.8.14),부산광역시,금정구,부산광역시 금정구 금성동 554-1 금정산성 막걸리 찾아가는 양조장,35.250417,129.056476,부산 산성마을,20230101,"곡자화시, 곡자제조장, 산성누룩, 재래종 밀",F,스포츠 & 피트니스/스포츠 팬/축구 팬,23,19,20231230
20231200210,우리나라 최초의 철근 콘크리트 다리  - 강원 화천 꺼먹다리,"일제강점기 말에 건설된 화천댐과 더불어 만들어진 꺼먹다리는 화천군 간동면 구만리와 화천읍 대이리를 잇는 우리나라 최초의 철근 콘크리트 교량이다. 나무로 된 상판에 검은색 콜타르를 칠한 모습에서 꺼먹다리라는 이름이 붙었다. 1940년대에 일제가 교각을 세웠고, 해방 후에는 화천지역에서 군정을 실시했던 소련이 철골을 올렸으며, 한국전쟁 당시에 남한이 다리 상판을 얹어 뜻하지 않게 3국 합작품이 된 묘한 이력을 가지고 있다. 한국전쟁 당시 파로호 전투로 인해 꺼먹다리에는 아직도 포탄과 총탄 흔적이 남아있다. 당시 전투에서 국군, 유엔군, 북한군, 중공군을 모두 합해 10만여 명이 전사했다. 수많은 전투를 치렀음에도 불구하고 건립 당시의 원형을 비교적 잘 보전하고 있는 꺼먹다리는 산업과 교량의 역사 연구에 중요한 자료로 평가된다. 다리에는 군 입대를 앞둔 남자와 그 애인이 다리 양끝에서 출발해 한가운데서 만나면 남자가 군복무를 마칠 때까지 여자가 ‘고무신을 거꾸로 신지 않는다’는 이야기가 전해지고 있다.",공간으로 읽는 근대문화 역사유산,근대를 떠받친 토목시설과 광산,,https://ncms.nculture.org/legacy/story/1016,근대-일제강점기(1910.8.22~1945.8.14),강원특별자치도,화천군,"강원도 화천군 화천읍 평화로 656 외 1필지, 간동면 구만리 산9-1",38.10342519,127.761732,파로호,20230101,"화천댐, 화천수력발전소, 파로호, 파로호전투, 대붕호, 구만리, 처녀고개, 화천전투",M,미디어 & 엔터테인먼트/영화 애호가,23,17,20231230
20231200211,우리나라 최초의 철근 콘크리트 다리  - 강원 화천 꺼먹다리,"일제강점기 말에 건설된 화천댐과 더불어 만들어진 꺼먹다리는 화천군 간동면 구만리와 화천읍 대이리를 잇는 우리나라 최초의 철근 콘크리트 교량이다. 나무로 된 상판에 검은색 콜타르를 칠한 모습에서 꺼먹다리라는 이름이 붙었다. 1940년대에 일제가 교각을 세웠고, 해방 후에는 화천지역에서 군정을 실시했던 소련이 철골을 올렸으며, 한국전쟁 당시에 남한이 다리 상판을 얹어 뜻하지 않게 3국 합작품이 된 묘한 이력을 가지고 있다. 한국전쟁 당시 파로호 전투로 인해 꺼먹다리에는 아직도 포탄과 총탄 흔적이 남아있다. 당시 전투에서 국군, 유엔군, 북한군, 중공군을 모두 합해 10만여 명이 전사했다. 수많은 전투를 치렀음에도 불구하고 건립 당시의 원형을 비교적 잘 보전하고 있는 꺼먹다리는 산업과 교량의 역사 연구에 중요한 자료로 평가된다. 다리에는 군 입대를 앞둔 남자와 그 애인이 다리 양끝에서 출발해 한가운데서 만나면 남자가 군복무를 마칠 때까지 여자가 ‘고무신을 거꾸로 신지 않는다’는 이야기가 전해지고 있다.",공간으로 읽는 근대문화 역사유산,근대를 떠받친 토목시설과 광산,,https://ncms.nculture.org/legacy/story/1016,근대-일제강점기(1910.8.22~1945.8.14),강원특별자치도,화천군,"강원도 화천군 화천읍 평화로 656 외 1필지, 간동면 구만리 산9-1",38.10342519,127.761732,파로호,20230101,"화천댐, 화천수력발전소, 파로호, 파로호전투, 대붕호, 구만리, 처녀고개, 화천전투",M,은행 및 금융/열렬한 투자자,23,16,20231230
20231200212,우리나라 최초의 철근 콘크리트 다리  - 강원 화천 꺼먹다리,"일제강점기 말에 건설된 화천댐과 더불어 만들어진 꺼먹다리는 화천군 간동면 구만리와 화천읍 대이리를 잇는 우리나라 최초의 철근 콘크리트 교량이다. 나무로 된 상판에 검은색 콜타르를 칠한 모습에서 꺼먹다리라는 이름이 붙었다. 1940년대에 일제가 교각을 세웠고, 해방 후에는 화천지역에서 군정을 실시했던 소련이 철골을 올렸으며, 한국전쟁 당시에 남한이 다리 상판을 얹어 뜻하지 않게 3국 합작품이 된 묘한 이력을 가지고 있다. 한국전쟁 당시 파로호 전투로 인해 꺼먹다리에는 아직도 포탄과 총탄 흔적이 남아있다. 당시 전투에서 국군, 유엔군, 북한군, 중공군을 모두 합해 10만여 명이 전사했다. 수많은 전투를 치렀음에도 불구하고 건립 당시의 원형을 비교적 잘 보전하고 있는 꺼먹다리는 산업과 교량의 역사 연구에 중요한 자료로 평가된다. 다리에는 군 입대를 앞둔 남자와 그 애인이 다리 양끝에서 출발해 한가운데서 만나면 남자가 군복무를 마칠 때까지 여자가 ‘고무신을 거꾸로 신지 않는다’는 이야기가 전해지고 있다.",공간으로 읽는 근대문화 역사유산,근대를 떠받친 토목시설과 광산,,https://ncms.nculture.org/legacy/story/1016,근대-일제강점기(1910.8.22~1945.8.14),강원특별자치도,화천군,"강원도 화천군 화천읍 평화로 656 외 1필지, 간동면 구만리 산9-1",38.10342519,127.761732,파로호,20230101,"화천댐, 화천수력발전소, 파로호, 파로호전투, 대붕호, 구만리, 처녀고개, 화천전투",M,스포츠 & 피트니스/스포츠 팬/축구 팬,23,15,20231230
20231200213,대전발 0시50분이 떠나기 전에 - 대전 원도심 근대문화탐방로,"대전광역시는 경부선(1905)와 호남선(1914)이 분기하는 철도의 도시다. 조그마한 한촌이었던 대전은 충청남도 도청이 1932년 충청남도 공주에서 옮겨옴으로써 비약적인 발전을 하게 된다. 대전역을 중심으로 형성되었던 중심가는 충청남도 도청과 대전역을 잇는 도로(현재의 중앙로) 변으로 확장되었다. 대전의 원도심인 중구와 동구 일대에는 일제강점기부터 현대에 이르기까지 다양한 시간의 층위를 가지는 근대유산들이 산재해 있다. 대전시는 2010년대 들어 원도심 활성화에 적극적으로 나서, 2017년부터 근대문화예술 특구 사업을 진행하고 있다. 특구 사업의 일환으로 5㎞가 넘는 근대문화탐방로를 지정했는데, 탐방로를 따라 9곳의 근현대 건축물을 둘러볼 수 있다. 탐방로가 아니더라도 대전 원도심 곳곳에서 근현대사를 배우고 성찰케 하는 근대문화유산들을 만날 수 있다.",공간으로 읽는 근대문화 역사유산,근대 거리를 거닐다,https://minio.nculture.org/amsweb-opt/multimedia_assets/84/30460/22711/c/%EB%8C%80%EC%A0%84_%EB%8C%80%EC%A0%84%EC%9B%90%EB%8F%84%EC%8B%AC%EA%B7%BC%EB%8C%80%EB%AC%B8%ED%99%94%EC%9C%A0%EC%82%B0_20191106_094020-thumb.jpg,https://ncms.nculture.org/legacy/story/4544,근대-일제강점기(1910.8.22~1945.8.14),대전광역시,동구,대전 동구 중앙로 215 대전역,36.33439767,127.43211,대전근현대사 전시관,20230101,"목척교, 대전 철도관사촌, 옛 충청남도 도청, 대전역",F,뉴스 & 정치/열렬한 뉴스 독자/연예 뉴스 매니아,23,15,20231230
20231200214,전통배추를 밀어내고 김치의 원료가 된 결구배추,"배추김치의 주재료인 배추는 조선시대까지 한양과 개성에서 자란 것이 유명했다. 이 배추는 배추잎이 절반정도 뭉친 반결구종으로, 무게는 결구종보다 적고 생육기간도 길었다. 임오군란 이후 중국인들이 한국땅에 살고 중국과 왕래하면서 중국의 결구배추가 들어오게 된다. 결구배추는 배추잎이 서로 감싸 완전히 뭉친 것인데 생육기간이 짧고 크기도 컸다. 일제강점기 반결구배추가 병충해에 시달리면서 결구종 배추가 보급되어 오늘날 김치를 만드는 배추는 결구종배추가 주를 이루게 되었다.",근대 신문으로 보는 음식,전통 음식과 식재료의 변화,,https://ncms.nculture.org/legacy/story/2831,근대-일제강점기(1910.8.22~1945.8.14),,,,,,덕천,20230101,"배추김치, 호배추, 결구배추",M,라이프스타일 & 취미/비즈니스 전문가,22,22,20231230
20231200215,일제시대에도 계속된 인삼전매제,"인삼은 옛날부터 만병통치약으로 먹던 산삼을 인공재배한 것이다. 인삼 밭에서 수확한 인삼을 수삼(水蔘)이라고 한다. 이 수삼을 쪄서 말린 것이 홍삼이고 그냥 말린 것이 백삼이다. 홍삼은 직삼으로 만들고 백삼은 곡삼으로 만드는데, 직삼은 개성인삼, 곡삼은 금산인삼이 대표적이다. 조선시대 홍삼은 국가가 재배부터 판매까지 직접 관리하였는데 백삼은 크게 규제하지 않았다. 백삼은 1934년 지정구역 외의 인삼 경작도 전매국의 허가를 받고, 1943년 백삼의 유통·배급도 총독부가 관리하면서 규제되었다.",근대 신문으로 보는 음식,전통 음식과 식재료의 변화,,https://ncms.nculture.org/legacy/story/2779,근대-일제강점기(1910.8.22~1945.8.14),경상북도,영주시,경상북도 영주시 풍기읍 죽령로 1378 인삼박물관,36.885943,128.479715,금산,20230101,"인삼전매제, 홍삼전매제, 직삼, 곡삼, 홍삼, 백삼",F,뉴스 & 정치/열렬한 뉴스 독자/연예 뉴스 매니아,22,22,20231230
20231200216,일제강점기 나타난 뻥튀기,"오늘날 뻥튀기를 만드는 기계는 일제강점기 일본에서 수입한 것이 시초이다. 이 기계는 과자장수들에게 ‘7홉이 1말이 된다’라는 문구로 광고하여 판매되었다. 백미, 현미, 수수, 조 등을 15배 이상 팽창시키는데 시간은 3분 걸리고 비용은 5리(厘)가 든다고 하였다. 뻥튀기 기계는 곡물을 쉽게 과자로 만들어주었지만 사고의 위험이 늘 있었다. 1980년대까지도 뻥튀기 기계의 사고기사가 종종 보인다. 쌀 5홉으로 뻥튀기를 하면 일반 가정집은 1년 정도 먹을 수 있었다. 1980년대 들어 과자들이 많이 나오면서 뻥튀기는 서서히 자취를 감추게 되었다.",근대 신문으로 보는 음식,개항 이후 들어온 음식과 식재료,https://minio.nculture.org/amsweb-opt/multimedia_assets/180/14779/19965/c/14779-thumb.jpg,https://ncms.nculture.org/legacy/story/2829,근대-일제강점기(1910.8.22~1945.8.14),,,,,,덕천,20230101,"뻥튀기, 곡물팽창기, 폭발",F,뉴스 & 정치/열렬한 뉴스 독자/연예 뉴스 매니아,22,22,20231230
20231200217,"서울 최초의 근대 백화점, 미츠코시 백화점 경성지점","미츠코시 백화점 경성지점은 서울특별시에 세워진 최초의 근대식 백화점이다. 미츠코시 오복점이 1929년에 지점으로 승격되면서 본격적으로 백화점의 면모를 갖추게 되었다. 대형 백화점의 등장은 정찰제 판매, 박리다매 전략의 등장으로 우리나라 유통에 큰 변화를 불러왔다. 미츠코시 백화점은 일반 시민들에게 일상적인 공간으로 자리 잡았으나 이면에는 일제강점기 소비문화의 모순이 감춰져 있기도 했다. 현재는 서울특별시 중구 신세계백화점 본점 본관으로 사용되고 있다.",공간으로 읽는 근대문화 역사유산,"근대, 한반도에 발을 딛다",https://minio.nculture.org/amsweb-opt/multimedia_assets/125/85820/93650/c/%EA%B5%AC-%EB%AF%B8%EC%93%B0%EC%BD%94%EC%8B%9C-%EA%B2%BD%EC%84%B1%EC%A7%80%EC%A0%90-%281%29_rev-thumb.jpg,https://ncms.nculture.org/legacy/story/7134,근대-일제강점기(1910.8.22~1945.8.14),서울특별시,중구,서울특별시 중구 소공로 63,37.56091902,126.980979,신세계백화점 본점,20230101,"백화점, 미츠코시, 이상, 채만식",F,음식 & 다이닝/요리 매니아,22,21,20231230
20231200218,"서울 최초의 근대 백화점, 미츠코시 백화점 경성지점","미츠코시 백화점 경성지점은 서울특별시에 세워진 최초의 근대식 백화점이다. 미츠코시 오복점이 1929년에 지점으로 승격되면서 본격적으로 백화점의 면모를 갖추게 되었다. 대형 백화점의 등장은 정찰제 판매, 박리다매 전략의 등장으로 우리나라 유통에 큰 변화를 불러왔다. 미츠코시 백화점은 일반 시민들에게 일상적인 공간으로 자리 잡았으나 이면에는 일제강점기 소비문화의 모순이 감춰져 있기도 했다. 현재는 서울특별시 중구 신세계백화점 본점 본관으로 사용되고 있다.",공간으로 읽는 근대문화 역사유산,"근대, 한반도에 발을 딛다",https://minio.nculture.org/amsweb-opt/multimedia_assets/125/85820/93650/c/%EA%B5%AC-%EB%AF%B8%EC%93%B0%EC%BD%94%EC%8B%9C-%EA%B2%BD%EC%84%B1%EC%A7%80%EC%A0%90-%281%29_rev-thumb.jpg,https://ncms.nculture.org/legacy/story/7134,근대-일제강점기(1910.8.22~1945.8.14),서울특별시,중구,서울특별시 중구 소공로 63,37.56091902,126.980979,신세계백화점 본점,20230101,"백화점, 미츠코시, 이상, 채만식",F,라이프스타일 & 취미/비즈니스 전문가,22,21,20231230
20231200219,"동양 최초의 바다 밑 터널, 통영 해저터널","통영반도 남단과 미륵도를 연결하는 통영 해저터널은 동양 최초의 해저터널이다. 일제강점기 이전부터 통영으로 이주해온 일본인 이주 어민들은 연안에서 어로 활동을 하며 물고기 떼를 쫓아 빠르게 이동할 필요가 있었는데, 미륵도와 통영 사이의 해협이 너무 좁아 미륵도를 빙 돌아 가야 하는 불편함이 있었다. 그래서 일제는 1932년 통영운하를 완공했다. 통영운하 개통 후 운하를 건너다니도록 하기 위해 교량 대신 만든 것이 해저터널이다. 터널을 만든 지역은 판데목이라는 곳인데, 임진왜란 한산대첩 때 많은 왜군이 이순신의 학익진에 대패해 판데목 부근에서 수장됐다고 한다. 일본인들이 조상의 유해 위로 건너다닐 수 없어서 해저터널을 팠다는 이야기도 전해진다.",공간으로 읽는 근대문화 역사유산,"빼앗긴 들, 뒤틀린 근대",https://minio.nculture.org/amsweb-opt/multimedia_assets/140/85835/93850/c/%ED%86%B5%EC%98%81-%ED%95%B4%EC%A0%80%ED%84%B0%EB%84%90-%281%29_rev-thumb.jpg,https://ncms.nculture.org/legacy/story/2936,근대-일제강점기(1910.8.22~1945.8.14),경상남도,통영시,경상남도 통영시 도남로 57-1,34.834788,128.40991,충무교,20230101,"통영 해저터널, 통영운하, 충무공 이순신, 판데목, 미륵도",F,미디어 & 엔터테인먼트/음악 애호가/월드 뮤직 팬,22,21,20231230
20231200220,"동양 최초의 바다 밑 터널, 통영 해저터널","통영반도 남단과 미륵도를 연결하는 통영 해저터널은 동양 최초의 해저터널이다. 일제강점기 이전부터 통영으로 이주해온 일본인 이주 어민들은 연안에서 어로 활동을 하며 물고기 떼를 쫓아 빠르게 이동할 필요가 있었는데, 미륵도와 통영 사이의 해협이 너무 좁아 미륵도를 빙 돌아 가야 하는 불편함이 있었다. 그래서 일제는 1932년 통영운하를 완공했다. 통영운하 개통 후 운하를 건너다니도록 하기 위해 교량 대신 만든 것이 해저터널이다. 터널을 만든 지역은 판데목이라는 곳인데, 임진왜란 한산대첩 때 많은 왜군이 이순신의 학익진에 대패해 판데목 부근에서 수장됐다고 한다. 일본인들이 조상의 유해 위로 건너다닐 수 없어서 해저터널을 팠다는 이야기도 전해진다.",공간으로 읽는 근대문화 역사유산,"빼앗긴 들, 뒤틀린 근대",https://minio.nculture.org/amsweb-opt/multimedia_assets/140/85835/93850/c/%ED%86%B5%EC%98%81-%ED%95%B4%EC%A0%80%ED%84%B0%EB%84%90-%281%29_rev-thumb.jpg,https://ncms.nculture.org/legacy/story/2936,근대-일제강점기(1910.8.22~1945.8.14),경상남도,통영시,경상남도 통영시 도남로 57-1,34.834788,128.40991,충무교,20230101,"통영 해저터널, 통영운하, 충무공 이순신, 판데목, 미륵도",F,여행/여행 매니아,22,20,20231230
20231200221,일본인 거리의 의미를 묻다 - 포항 구룡포 근대문화역사거리,경상북도 포항시 구룡포는 1900년부터 일본 어부들이 어업 근거지로 삼으면서 근대 항구가 되었다. 일본인들은 일제강점기부터 본국의 지원을 받으면서 구룡포로 이주하기 시작했다. 구룡포에 정착한 일본인 가운데는 가가와현 출신이 많았다. 이들은 일본 타 지역 출신들과 경쟁관계에 있었으나 1920년대부터 1930년대 중반까지 2차례에 걸친 축항 공사를 통해 방파제를 쌓고 일본인 거리를 확장했다. 구룡포의 조선인들은 상당수가 일본 선주들에게 고용돼 어로 노동자로 일했다. 구룡포의 조선인과 일본인 거주 공간도 달랐다. 일제강점기 극소수의 일본 선주들은 전체 어획 소득의 절반가량을 가져갔다. 일본인들이 부를 늘려감에 따라 구룡포의 일본인 거리도 계속 확장됐다. 그러나 1945년 갑작스러운 패망으로 일본인은 자신들 나라로 돌아갔다. 포항시는 2011년부터 ‘구룡포 근대역사문화거리’를 조성했다. 가가와 출신 어부들의 중심인물로 구룡포에서 부를 쌓은 하시모토가 1923년 지은 일본식 집은 구룡포 근대역사관이 되었다. 그러나 문화재청은 하시모토의 집과 일본 가옥의 등록문화재 지정 신청을 보류했다. 구룡포 근대역사문화거리는 역사 인식의 측면에서 계속 비판이 제기되고 있다.,공간으로 읽는 근대문화 역사유산,근대 거리를 거닐다,https://minio.nculture.org/amsweb-opt/3ds/234/84339/84339_thumbnail.jpg,https://ncms.nculture.org/legacy/story/4534,근대-일제강점기(1910.8.22~1945.8.14),경상북도,포항시,경북 포항시 남구 구룡포읍 구룡포길 147-2,35.99079907,129.5609111,구룡포 근대 역사관,20230101,"어업, 일제강점기, 근대역사관",M,뉴스 & 정치/열렬한 뉴스 독자/연예 뉴스 매니아,22,19,20231230
20231200222,"서울 최초의 근대 백화점, 미츠코시 백화점 경성지점","미츠코시 백화점 경성지점은 서울특별시에 세워진 최초의 근대식 백화점이다. 미츠코시 오복점이 1929년에 지점으로 승격되면서 본격적으로 백화점의 면모를 갖추게 되었다. 대형 백화점의 등장은 정찰제 판매, 박리다매 전략의 등장으로 우리나라 유통에 큰 변화를 불러왔다. 미츠코시 백화점은 일반 시민들에게 일상적인 공간으로 자리 잡았으나 이면에는 일제강점기 소비문화의 모순이 감춰져 있기도 했다. 현재는 서울특별시 중구 신세계백화점 본점 본관으로 사용되고 있다.",공간으로 읽는 근대문화 역사유산,"근대, 한반도에 발을 딛다",https://minio.nculture.org/amsweb-opt/multimedia_assets/125/85820/93650/c/%EA%B5%AC-%EB%AF%B8%EC%93%B0%EC%BD%94%EC%8B%9C-%EA%B2%BD%EC%84%B1%EC%A7%80%EC%A0%90-%281%29_rev-thumb.jpg,https://ncms.nculture.org/legacy/story/7134,근대-일제강점기(1910.8.22~1945.8.14),서울특별시,중구,서울특별시 중구 소공로 63,37.56091902,126.980979,신세계백화점 본점,20230101,"백화점, 미츠코시, 이상, 채만식",F,쇼핑객/할인족,22,18,20231230
20231200223,일본 경찰의 고문으로 숨진 28세 독립운동가 - 예천 윤우식 생가,"경상북도 예천군 지보면 신풍리 남석 윤우식 선생의 생가는 16세기에 지어진 고택이다. 1922년 화재로 예전 집은 불탔고, 같은 자리에 규모를 줄여 지은 집이 현재 남아있는 기와집이다. 안채와 사랑채가 튼 입구 자로 배치되어 있고, 옆에는 사당(죽호당)이 있다. 윤우식은 1920년대 후반부터 농민운동을 벌였고, 1934년 ‘예천 무명당’이 결성될 때 참여하여 지보면의 조직을 책임졌다. ‘예천 무명당’은 농민을 넘어 각계각층의 조직을 통해 항일 독립운동을 벌이려 했던 조직이다. 예천 무명당은 1934년 초 일경에 발각되어 무더기로 체포되었고, 윤우식은 지도부 11인으로 모진 고문을 받다가 순국했다. 낙동강이 바라다 보이는 윤우식 생가는 등록문화재 제571호다.",공간으로 읽는 근대문화 역사유산,근현대 인물들의 공간,https://minio.nculture.org/amsweb-opt/3ds/19/84374/84374_thumbnail.jpg,https://ncms.nculture.org/legacy/story/4539,근대-일제강점기(1910.8.22~1945.8.14),경상북도,예천군,경상북도 예천군 지보면 신풍1리길 25,36.53849413,128.4365732,예천박물관,20230101,"남석 윤우식, 예천 무명당, 죽고서원",F,미디어 & 엔터테인먼트/음악 애호가/월드 뮤직 팬,22,18,20231230
