ESNTL_ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ROAD_NM_CD,FCLTY_ROAD_NM_ADDR,LNM_ADDR,ADDR_ENG_NM,ADSTRD_CD,BULD_NM,BULD_MANAGE_CD,TEL_NO,ZIP_NO,HMPG_URL,FCLTY_LA,FCLTY_LO,ORIGIN_NM,ADIT_DC,UPDT_DT,REGIST_DT
KCKRSPO23N000000502,관광명소,관광명소_축제,할말하않 황효창展,51,강원특별자치도,51110,춘천시,5111039021,동내면 거두리,421104454027,강원특별자치도 춘천시 동내면 거두택지길44번길 7-19,강원특별자치도 춘천시 동내면 거두리 1123-6,"7-19 Geodutaekji-gil 44beon-gil, Dongnae-myeon, Chuncheon-si, Gangwon-do",4277025021,,4211039021111230006000001,070-8095-3899,3175,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10703&search_type=1&search_keyword=ED95A0EBA790ED9598EC958A+3A+ED99A9ED9AA8ECB0BDE5B195,37,127,문화정보원,황효창 작가의 초대전,20240604,20240604
KCKRSPO23N000000503,관광명소,관광명소_축제,힘찬 제왕수탉_ 제왕수탉 힘찬울림 Coq-imperial Powerful sound,51,강원특별자치도,51110,춘천시,5111010700,옥천동,421103218018,강원특별자치도 춘천시 서부대성로 71 (옥천동),강원특별자치도 춘천시 옥천동 73-2 춘천예술마당,"71 Seobudaeseong-ro, Chuncheon-si, Gangwon-do",4211011200,춘천예술마당,4211010700100730002002079,033-241-1856,3152,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10691,37,127,문화정보원,이승철 초대전 LegendLee Invitation Exhibit,20240604,20240604
KCKRSPO23N000000504,관광명소,관광명소_축제,유관선 사진전- 해빙,51,강원특별자치도,51110,춘천시,5111012300,퇴계동,421103013022,강원특별자치도 춘천시 영서로 2260 (퇴계동),강원특별자치도 춘천시 퇴계동 633-2 남춘천역,"2260 Yeongseo-ro, Chuncheon-si, Gangwon-do",4211011200,남춘천역,4211012300106330002000001,,3085,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10505,37,127,문화정보원,2년간의 조사와 촬영시기를 체크하고 2주간의 변화되는 형상을 표현,20240604,20240604
KCKRSPO23N000000505,관광명소,관광명소_축제,길창인 개인전 - 회귀,51,강원특별자치도,51110,춘천시,5111011000,운교동,421103218004,강원특별자치도 춘천시 금강로 86 (운교동),강원특별자치도 춘천시 운교동 169,"86 Geumgang-ro, Chuncheon-si, Gangwon-do",4276038024,,4211011000101690000000001,,3152,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10499&search_type=1&search_keyword=EAB8B8ECB0BDEC9DB8+EAB09CEC9DB8ECA084,37,127,문화정보원,길창인 개인전 회귀’,20240604,20240604
KCKRSPO23N000000506,관광명소,관광명소_축제,춘천여성미술작가회『만화방창』展,51,강원특별자치도,51110,춘천시,5111010700,옥천동,421103218018,강원특별자치도 춘천시 서부대성로 71 (옥천동),강원특별자치도 춘천시 옥천동 73-2 춘천예술마당,"71 Seobudaeseong-ro, Chuncheon-si, Gangwon-do",4276036021,춘천예술마당,4211010700100730002002079,,3084,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10488&search_type=1&search_keyword=ECB698ECB29CEC97ACEC84B1EBAFB8EC88A0EC9E91EAB080ED9A8CE3808EEBA78CED9994EBB0A9ECB0BDE3808FE5B195,37,127,문화정보원,만화방창이라는 주제로 만물이 소생하듯 여성작가의 고뇌와 변화하는 모습을 다양한 작업 영역에서 작가들의 조형언어로 현대미술의 웅지를 펼치고자 한다.,20240604,20240604
KCKRSPO23N000000507,관광명소,관광명소_축제,제2회 춘천 국제 어린이 그림 교류전,51,강원특별자치도,51110,춘천시,5111010700,옥천동,421103218018,강원특별자치도 춘천시 서부대성로 71 (옥천동),강원특별자치도 춘천시 옥천동 73-2 춘천예술마당,"71 Seobudaeseong-ro, Chuncheon-si, Gangwon-do",4276036021,춘천예술마당,4211010700100730002002079,033-241-1856,3086,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10487&search_type=1&search_keyword=ECA09C2ED9A8C+ECB698ECB29C+EAB5ADECA09C+EC96B4EBA6B0EC9DB4+EAB7B8EBA6BC+EAB590EBA598ECA084,37,127,문화정보원,본 전시는 춘천시 해외교류도시와의 미술작품 교류를 통해 문화교류의 장을 만드는 전시,20240604,20240604
KCKRSPO23N000000508,관광명소,관광명소_축제,애니메이션박물관 제17회 기획전 세상을 바꾼 불꽃 태일이,51,강원특별자치도,51110,춘천시,5111035021,서면 현암리,421103218011,강원도 춘천시 서면 박사로 854 애니메이션박물관,강원특별자치도 춘천시 서면 현암리 367-3,,4276036027,,,033-245-6470,3084,https://www.cccf.or.kr/Home/H40000/H40400/boardList?cate_id=&search_type=1&search_keyword=EC95A0EB8B88EBA994EC9DB4EC8598EBB095EBACBCEAB480+ECA09C17ED9A8C+EAB8B0ED9A8DECA084+5BEC84B8EC8381EC9D84+EBB094EABEBC+EBB688EABD832C+ED839CEC9DBCEC9DB45D,37,127,문화정보원,한국 노동현대사를 대표하는 전태일이 2021년 12월 장편 애니메이션으로 탄생했다.,20240604,20240604
KCKRSPO23N000000509,관광명소,관광명소_축제,개나리미술관 신진작가공모 선정작가전-최인엽,51,강원특별자치도,51110,춘천시,5111039021,동내면 거두리,421104454027,강원특별자치도 춘천시 동내면 거두택지길44번길 7-19,강원특별자치도 춘천시 동내면 거두리 1123-6,"7-19 Geodutaekji-gil 44beon-gil, Dongnae-myeon, Chuncheon-si, Gangwon-do",4276025025,,4211039021111230006000001,070-8095-3899,26464,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10404,37,127,문화정보원,신진작가공모 선정작가전-최인엽,20240604,20240604
KCKRSPO23N000000510,관광명소,관광명소_축제,Re Birth - 다시 삶으로,51,강원특별자치도,51110,춘천시,5111010700,옥천동,421103218018,강원특별자치도 춘천시 서부대성로 71 (옥천동),강원특별자치도 춘천시 옥천동 73-2 춘천예술마당,"71 Seobudaeseong-ro, Chuncheon-si, Gangwon-do",4279025022,춘천예술마당,4211010700100730002002079,033-241-1856,24264,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10383,37,127,문화정보원,Re Birth - 다시 삶으로 홍연화 첫번째 개인전,20240604,20240604
KCKRSPO23N000000511,관광명소,관광명소_축제,2022 KT&G 상상마당 춘천 아트갤러리 정기대관 공고,51,강원특별자치도,51110,춘천시,5111012500,삼천동,421104454446,강원도 춘천시 스포츠타운길399번길 25 어린이회관,강원특별자치도 춘천시 삼천동 223-2,,4279025023,,,070-7586-0550,24239,https://www.sangsangmadang.com/customer/notice/detail/5141,37,127,문화정보원,춘천 아트갤러리 정기대관 공고,20240604,20240604
KCKRSPO23N000000512,관광명소,관광명소_축제,만나고 싶었습니다 창작의 자극 그리고 예술로 환기,51,강원특별자치도,51110,춘천시,5111012200,교동,421104454762,강원특별자치도 춘천시 향교앞길 13-4 (교동),강원특별자치도 춘천시 교동 140,"13-4 Hyanggyoap-gil, Chuncheon-si, Gangwon-do",4273033022,,4211012200101400000008044,,50028,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10234&search_type=1&search_keyword=EBA78CEB8298EAB3A0+EC8BB6EC9788EC8AB5EB8B88EB8BA4+E28093+ECB0BDEC9E91EC9D98+EC9E90EAB7B9+EAB7B8EBA6ACEAB3A0+EC9888EC88A0EBA19C+ED9998EAB8B0,37,127,문화정보원,코로나19로 예술적 활동의 위축과 교류의 단절로 가라앉은 작가들의 창작 동기를 일깨워 그 동기부여의 방법을 작가마다 나름의 방식대로 찾아보고 그 결과물을 일반 대중과 함께 나누는 예술로 환기하기 프로젝트,20240604,20240604
KCKRSPO23N000000513,관광명소,관광명소_축제,대관령눈꽃축제,51,강원특별자치도,51760,평창군,5176038024,대관령면 횡계리,427604484177,강원특별자치도 평창군 대관령면 사부랑길 224-2,강원특별자치도 평창군 대관령면 횡계리 산302,"224-2 Saburang-gil, Daegwallyeong-myeon, Pyeongchang-gun, Gangwon-do",4273032021,,4276038024105500000012392,033-335-3995,24264,http://www.snowfestival.net,37,128,문화정보원,눈조각전시+눈썰매체험,20240604,20240604
KCKRSPO23N000000514,관광명소,관광명소_축제,2023 노원달빛산책,11,,11350,,1135010500,상계동,,서울특별시 노원구 상계동 683-1,서울특별시 노원구 상계동 683-1,,4273025023,,,,24239,,37,127,문화정보원,"등,빛 작품 전시",20240604,20240604
KCKRSPO23N000000515,관광명소,관광명소_축제,고창갯벌축제,52,전북특별자치도,52790,고창군,5279039024,심원면 만돌리,457903279044,전북특별자치도 고창군 심원면 애향갯벌로 320,전북특별자치도 고창군 심원면 만돌리 960-27 갯벌체험학습장,"320 Aehyanggaetbeol-ro, Simwon-myeon, Gochang-gun, Jeonbuk-do",4273025023,갯벌체험학습장,4579039024109600027024481,063-560-2632,24368,http://www.gochang.go.kr/tour/,35,126,문화정보원,개막행사+갯벌체험+풍천장어잡기+해양치유프로그램+공연문화행사 등,20240604,20240604
KCKRSPO23N000000516,관광명소,관광명소_축제,무장읍성축제,52,전북특별자치도,52790,고창군,5279033022,무장면 성내리,457904637285,전북특별자치도 고창군 무장면 무장읍성길 45,전북특별자치도 고창군 무장면 성내리 156 무장읍성,"45 Mujangeupseong-gil, Mujang-myeon, Gochang-gun, Jeonbuk-do",4159061000,무장읍성,4579033022101500000013820,063-560-2949,24336,http://www.gochang.go.kr/tour/,35,126,문화정보원,고유제(진무제)+현감부임 행사+떡메치기 등,20240604,20240604
KCKRSPO23N000000517,관광명소,관광명소_축제,고창해풍고추축제,52,전북특별자치도,52790,고창군,5279036021,해리면 하련리,457904637840,전북특별자치도 고창군 해리면 청해1길 15,전북특별자치도 고창군 해리면 하련리 628 해리면 복지회관,"15 Cheonghae 1-gil, Haeri-myeon, Gochang-gun, Jeonbuk-do",4183041000,해리면 복지회관,4579036021106280000000001,063-560-2695,24264,http://www.gochang.go.kr/tour/,35,126,문화정보원,기념식+고추품평회+공연+전시판매+고추관련체험 등,20240604,20240604
KCKRSPO23N000000518,관광명소,관광명소_축제,강원도립극단 우리가족 본격 소통 공감 연극 놀이터 금쪽같은 우리 엄빠,51,강원특별자치도,51110,춘천시,5111012300,퇴계동,421103218029,강원특별자치도 춘천시 안마산로 89 (퇴계동),강원특별자치도 춘천시 퇴계동 565-6,"89 Anmasan-ro, Chuncheon-si, Gangwon-do",4157025300,,4211012300200550000000001,033-255-0496,24239,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10583&search_type=1&search_keyword=EAB095EC9B90EB8F84EBA6BDEAB7B9EB8BA85D+EC9AB0EBA6ACEAB080ECA1B1+EBB3B8EAB2A9,37,127,문화정보원,가족을 주제로 참여자 모두가 역할을 갖고 가족과 함께 공감할 수 있는 이야기를 나누는 참여형 프로그램,20240604,20240604
KCKRSPO23N000000519,관광명소,관광명소_축제,자연이 주는 선물_신동필 사진전,51,강원특별자치도,51110,춘천시,5111010700,옥천동,421103218018,강원특별자치도 춘천시 서부대성로 71 (옥천동),강원특별자치도 춘천시 옥천동 73-2 춘천예술마당,"71 Seobudaeseong-ro, Chuncheon-si, Gangwon-do",4157034000,춘천예술마당,4211010700100730002002079,033-241-1856,24252,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10578&search_type=1&search_keyword=EC9E90EC97B0EC9DB4+ECA3BCEB8A94+EC84A0EBACBC_EC8BA0EB8F99ED9584+EC82ACECA784ECA084,37,127,문화정보원,신동필 사진전,20240604,20240604
KCKRSPO23N000000520,관광명소,관광명소_축제,가정식 백반 맛있게 먹는 법,51,강원특별자치도,51110,춘천시,5111033024,신동면 증리,421104454740,강원특별자치도 춘천시 신동면 풍류1길 34,강원특별자치도 춘천시 신동면 증리 901,"34 Pungnyu 1-gil, Sindong-myeon, Chuncheon-si, Gangwon-do",4157025300,,4211033024109010000000001,033-263-7222,24412,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10571&search_type=1&search_keyword=EAB080ECA095EC8B9D+EBB0B1EBB098+EBA79BEC9E88EAB28C+EBA8B9EB8A94+EBB295,37,127,문화정보원,"(사)문화프로덕션도모의 초연작, 가정식 백반 맛있게 먹는 법 도모만의 색깔로 재해석한 농도깊은 2인극",20240604,20240604
KCKRSPO23N000000521,관광명소,관광명소_축제,2022 도시재생 청소년 메이커스쿨,51,강원특별자치도,51110,춘천시,5111011800,우두동,421104454701,강원특별자치도 춘천시 충열로67번길 7-1 (우두동),강원특별자치도 춘천시 우두동 711-8,"7-1 Chungyeol-ro 67beon-gil, Chuncheon-si, Gangwon-do",4122051000,,4211011800107110008000001,033-256-5401,24239,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10655&cate_id=14&search_type=1,37,127,문화정보원,4가지 프로그램을 통해 청소년의 시선으로 50호 마을을 바라보고 각각의 방식으로 표현하는 체험 프로그램,20240604,20240604
KCKRSPO23N000000522,관광명소,관광명소_축제,연극 소낙비처우,51,강원특별자치도,51110,춘천시,5111033024,신동면 증리,421104454740,강원특별자치도 춘천시 신동면 풍류1길 34,강원특별자치도 춘천시 신동면 증리 901,"34 Pungnyu 1-gil, Sindong-myeon, Chuncheon-si, Gangwon-do",4122060000,,4211033024109010000000001,033-263-7222,24399,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10649,37,127,문화정보원,"김유정 프로젝트의 두번째 공연, 소낙비 처우(凄雨)",20240604,20240604
KCKRSPO23N000000523,관광명소,관광명소_축제,무하 MOOHA SPACE OF YANGYANG,51,강원특별자치도,51110,춘천시,5111039021,동내면 거두리,421104454027,강원특별자치도 춘천시 동내면 거두택지길44번길 7-19,강원특별자치도 춘천시 동내면 거두리 1123-6,"7-19 Geodutaekji-gil 44beon-gil, Dongnae-myeon, Chuncheon-si, Gangwon-do",4159057000,,4211039021111230006000001,070-8095-3899,24264,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10642,37,127,문화정보원,동해바다가 보이는 양양에서 온 작가 무하의 개인전을 개최,20240604,20240604
KCKRSPO23N000000524,관광명소,관광명소_축제,Connect musical,51,강원특별자치도,51110,춘천시,5111040029,남산면 백양리,421104454304,강원특별자치도 춘천시 남산면 북한강변길 688,강원특별자치도 춘천시 남산면 백양리 29-1 엘리시안 강촌,"688 Bukhangangbyeon-gil, Namsan-myeon, Chuncheon-si, Gangwon-do",4113158000,엘리시안 강촌,4211040029100290001037053,02-2154-8412,24336,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10635,37,127,문화정보원,"지구를 구해줘-분리수거편, 삼양동화",20240604,20240604
KCKRSPO23N000000525,관광명소,관광명소_축제,제2회 春川共感展_춘천공감전,51,강원특별자치도,51110,춘천시,5111010700,옥천동,421103218018,강원특별자치도 춘천시 서부대성로 71 (옥천동),강원특별자치도 춘천시 옥천동 73-2 춘천예술마당,"71 Seobudaeseong-ro, Chuncheon-si, Gangwon-do",4128112600,춘천예술마당,4211010700100730002002079,033-241-1856,50603,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10632,37,127,문화정보원,회원들과 조합원이 함께 소통의 기회를 갖고자 회원 작가님들을 초대,20240604,20240604
KCKRSPO23N000000526,관광명소,관광명소_축제,2022 춘천예술문화축제,51,강원특별자치도,51110,춘천시,5111012500,삼천동,421104454446,강원특별자치도 춘천시 스포츠타운길399번길 25 (삼천동),강원특별자치도 춘천시 삼천동 223-2 KT&amp;G상상마당 춘천아트센터,"25 Sports town-gil 399beon-gil, Chuncheon-si, Gangwon-do",4128510400,KT&amp;G상상마당 춘천아트센터,4211012500102230002012551,033-251-8907,11961,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10629,37,127,문화정보원,국내외에서 활동하는 젊은 성악가들초청공연 한여름밤의 아리아,20240604,20240604
KCKRSPO23N000000527,관광명소,관광명소_축제,시민과 함께하는 라이브러리 치유 콘서트,51,강원특별자치도,51110,춘천시,5111012400,석사동,421103218031,강원특별자치도 춘천시 우석로 100 (석사동),강원특별자치도 춘천시 석사동 산32-1 춘천시립도서관,"100 Useok-ro, Chuncheon-si, Gangwon-do",4121010200,춘천시립도서관,4211012400200320001000001,,11961,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10625,37,127,문화정보원,"클래식의 기본을 유지하면서도 남녀노소, 시민 누구나 즐기고 좋아할 수 있는 음악을 연주. 현악, 목관, 금관, 타악을 갖춘 대편성의 시민오케스트라로서 다양한 연주를 함.",20240604,20240604
KCKRSPO23N000000528,관광명소,관광명소_축제,2022 춘천오페라페스티발 카르멘,51,강원특별자치도,51110,춘천시,5111012500,삼천동,421104454446,강원특별자치도 춘천시 스포츠타운길399번길 25 (삼천동),강원특별자치도 춘천시 삼천동 223-2 KT&amp;G상상마당 춘천아트센터,"25 Sports town-gil 399beon-gil, Chuncheon-si, Gangwon-do",4113310400,KT&amp;G상상마당 춘천아트센터,4211012500102230002012551,,11961,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10624,37,127,문화정보원,"우크라이나 하르키우 오페라극장 등 프랑스, 스페인 등 유럽에서 왕성하게 활동하던 중 전쟁으로 어려움을 겪다 딸과 어머니와 함께 체코에 난민 자격으로 체류 중인 내용",20240604,20240604
KCKRSPO23N000000529,관광명소,관광명소_축제,2022 강원콘텐츠코리아랩 창작공모전,51,강원특별자치도,51110,춘천시,5111035021,서면 현암리,421103218011,강원특별자치도 춘천시 서면 박사로 854,강원특별자치도 춘천시 서면 현암리 367-3 강원정보문화진흥원,"854 Baksa-ro, Seo-myeon, Chuncheon-si, Gangwon-do",4113310100,강원정보문화진흥원,4211035021103670000057666,033-245-6994,11961,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10391&search_type=1&search_keyword=2022+EAB095EC9B90ECBD98ED8590ECB8A0ECBD94EBA6ACEC9584EB9EA9+ECB0BDEC9E91EAB3B5EBAAA8ECA084,37,127,문화정보원,"강원도민, 강원도 소재 재학생 및 직장인",20240604,20240604
KCKRSPO23N000000530,관광명소,관광명소_축제,2023 구리 유채꽃 한강예술제,41,경기도,41310,구리시,4131010700,토평동,413104854856,경기도 구리시 코스모스길14번길 249 (토평동),경기도 구리시 토평동 810,"249 Cosmos-gil 14beon-gil, Guri-si, Gyeonggi-do",4111512300,,4131010700108100000000001,031-550-2065,11961,http://www.guri.go.kr,37,127,문화정보원,무대공연+체험부스운영+먹거리 체험+꽃 관람,20240604,20240604
KCKRSPO23N000000531,관광명소,관광명소_축제,2023 구리 코스모스 한강예술제,41,경기도,41310,구리시,4131010700,토평동,413104854856,경기도 구리시 코스모스길14번길 249 (토평동),경기도 구리시 토평동 810,"249 Cosmos-gil 14beon-gil, Guri-si, Gyeonggi-do",4111512300,,4131010700108100000000001,031-550-2065,28063,http://www.guri.go.kr,37,127,문화정보원,무대공연+체험부스운영+먹거리 체험+꽃 관람,20240604,20240604
KCKRSPO23N000000532,관광명소,관광명소_축제,제46회 대구약령시한방문화축제,27,대구광역시,27110,중구,2711010100,동인동1가,271103007017,대구광역시 중구 공평로 88 (동인동1가),대구광역시 중구 동인동1가 2-1 대구광역시 동인청사,"88 Gongpyeong-ro, Jung-gu, Daegu",4111512300,대구광역시 동인청사,2711010100100010000009433,053-253-4729,28045,http://www.daegu.go.kr/,35,128,문화정보원,"개막식, 고유제, 한방 관련 전시체험 및 공연 등",20240604,20240604
KCKRSPO23N000000533,관광명소,관광명소_축제,파워풀대구페스티벌,27,대구광역시,27110,중구,2711010100,동인동1가,271103007017,대구광역시 중구 공평로 88 (동인동1가),대구광역시 중구 동인동1가 2-1 대구광역시 동인청사,"88 Gongpyeong-ro, Jung-gu, Daegu",4111512300,대구광역시 동인청사,2711010100100010000009433,053-651-5028,28056,http://www.daegu.go.kr/,35,128,문화정보원,"퍼레이드, 거리예술제, 시민문화제, 부대행사 등",20240604,20240604
KCKRSPO23N000000534,관광명소,관광명소_축제,대구생활문화제,27,대구광역시,27110,중구,2711010100,동인동1가,271103007017,대구광역시 중구 공평로 88 (동인동1가),대구광역시 중구 동인동1가 2-1 대구광역시 동인청사,"88 Gongpyeong-ro, Jung-gu, Daegu",4127110400,대구광역시 동인청사,2711010100100010000009433,053-430-1200,14259,http://www.daegu.go.kr/,35,128,문화정보원,"생활문화동호인 공연, 전시, 체험행사 및 생활문화 홍보 등",20240604,20240604
KCKRSPO23N000000535,관광명소,관광명소_축제,형형색색 달구벌 관등놀이,27,대구광역시,27110,중구,2711010100,동인동1가,271103007017,대구광역시 중구 공평로 88 (동인동1가),대구광역시 중구 동인동1가 2-1 대구광역시 동인청사,"88 Gongpyeong-ro, Jung-gu, Daegu",4117110100,대구광역시 동인청사,2711010100100010000009433,053-623-6388,14259,http://www.daegu.go.kr/,35,128,문화정보원,부처님 오신날 기념 연등행렬,20240604,20240604
KCKRSPO23N000000536,관광명소,관광명소_축제,어린이 창작무용극 갓깨비,51,강원특별자치도,51110,춘천시,5111011200,효자동,421103218037,강원특별자치도 춘천시 춘천로 112 (효자동),강원특별자치도 춘천시 효자동 531 축제극장몸짓,"112 Chuncheon-ro, Chuncheon-si, Gangwon-do",4117110200,축제극장몸짓,4211011200105310018000001,,14234,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10559&search_type=1&search_keyword=EC96B4EBA6B0EC9DB4+ECB0BDEC9E91EBACB4EC9AA9EAB7B9,37,127,문화정보원,어린이들을 위한 창작 무용극,20240604,20240604
KCKRSPO23N000000537,관광명소,관광명소_축제,2022 실레페스트Sille Fest 강원 국제 아마추어 연극제,51,강원특별자치도,51110,춘천시,5111033024,신동면 증리,421104454740,강원특별자치도 춘천시 신동면 풍류1길 34,강원특별자치도 춘천시 신동면 증리 901,"34 Pungnyu 1-gil, Sindong-myeon, Chuncheon-si, Gangwon-do",4146110300,,4211033024109010000000001,033-263-7222,14240,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10531&search_type=1&search_keyword=2022+EC8BA4EBA088ED8E98EC8AA4ED8AB8,37,127,문화정보원,"아마추어 연극인들의 무대,다채로운 연극제",20240604,20240604
KCKRSPO23N000000538,관광명소,관광명소_축제,영서기획- Work&Art Balance,51,강원특별자치도,51110,춘천시,5111012500,삼천동,421104454446,강원특별자치도 춘천시 스포츠타운길399번길 25 (삼천동),강원특별자치도 춘천시 삼천동 223-2 KT&amp;G상상마당 춘천아트센터,"25 Sports town-gil 399beon-gil, Chuncheon-si, Gangwon-do",4146110300,KT&amp;G상상마당 춘천아트센터,4211012500102230002012551,,14260,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10517&search_type=1&search_keyword=EC9881EC849CEAB8B0ED9A8D,37,127,문화정보원,미디어아트 기획전,20240604,20240604
KCKRSPO23N000000539,관광명소,관광명소_축제,still a cat,51,강원특별자치도,51110,춘천시,5111012100,온의동,421103218029,강원특별자치도 춘천시 안마산로 21 (온의동),강원특별자치도 춘천시 온의동 548-10,"21 Anmasan-ro, Chuncheon-si, Gangwon-do",4146110300,,4211012100105480010018961,,14234,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10516&search_type=1&search_keyword=stil,37,127,문화정보원,이수현 작가와 홍현지 작가의 길고양이 보호 및 구조를 지지하기 위한 고양이’ 전시,20240604,20240604
KCKRSPO23N000000540,관광명소,관광명소_축제,한선주展_Dearest Yoricke 친애하는 요릭에게,51,강원특별자치도,51110,춘천시,5111012500,삼천동,421104454446,강원도 춘천시 스포츠타운길399번길 25 어린이회관,강원특별자치도 춘천시 삼천동 223-2,,4146110300,,,070-7586-0550,14240,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10619&search_type=1&search_keyword=ED959CEC84A0ECA3BCE5B195_Dearest+Yoricke+3A+ECB99CEC95A0ED9598EB8A94+EC9A94EBA6ADEC9790EAB28C,37,127,문화정보원,"생명의 유한성, 유한의 슬픔이라는 테마 아래 기획한 전시이며, 죽음[요릭]과의 서신을 통해 밝혀지는 삶이라는 진리’에 관한 이야기다. 전시는 문학적 상상력 속에서 오브제와 회화작품의 병치로 연출되며, 1장 밤의 서신(lettre de la nuit)과 2장 새벽의 서신(lettre de l’aube)으로 나뉘어 각각 아트갤러리 1과 아트갤러리 2에서 진행된다.",20240604,20240604
KCKRSPO23N000000541,관광명소,관광명소_축제,제27회 무주반딧불축제,52,전북특별자치도,52730,무주군,5273025022,무주읍 당산리,457303275053,전북특별자치도 무주군 무주읍 한풍루로 326-14,전북특별자치도 무주군 무주읍 당산리 1118 등나무운동장,"326-14 Hanpungnu-ro, Muju-eup, Muju-gun, Jeonbuk-do",4129010700,등나무운동장,4573025022111180000000001,063-320-2537,14245,http://firefly.or.kr/index2.sgk,36,127,문화정보원,환경탐사+체험 판매 등 상설행사+문화예술행사,20240604,20240604
KCKRSPO23N000000542,관광명소,관광명소_축제,제39회 단양소백산철죽제,,,,,,,,서울특별시 종로구 사직로 89 (사직동),서울특별시 종로구 사직동 1-28,"89 Sajik-ro, Jongno-gu, Seoul",4121010400,,1111011500100010028027291,043-420-2552,14234,https://www.danyang.go.kr/sobaeksan/,32,123,문화정보원,제39회 단양소백산철죽제,20240604,20240604
KCKRSPO23N000000543,관광명소,관광명소_축제,탐라국 입춘굿,50,제주특별자치도,50110,제주시,5011010600,삼도이동,501103349016,제주특별자치도 제주시 관덕로 19 (삼도이동),제주특별자치도 제주시 삼도이동 983-1 관덕정,"19 Gwandeok-ro, Jeju-si, Jeju-do",4121010300,관덕정,5011010600109830001062980,,28105,,33,126,문화정보원,입춘굿+거리굿+춘경문굿+소원지 쓰기 등,20240604,20240604
KCKRSPO23N000000544,관광명소,관광명소_축제,거리예술제,50,제주특별자치도,50110,제주시,5011010100,일도일동,501104847158,제주특별자치도 제주시 관덕로11길 6 (일도일동),제주특별자치도 제주시 일도일동 1355-4,"6 Gwandeok-ro 11-gil, Jeju-si, Jeju-do",4121010300,,5011010100113550004032266,,28148,,33,126,문화정보원,음악+댄스+마술 등,20240604,20240604
KCKRSPO23N000000545,관광명소,관광명소_축제,거리예술제,50,제주특별자치도,50110,제주시,5011013700,연동,501104848086,제주특별자치도 제주시 신대로12길 52 (연동),제주특별자치도 제주시 연동 272-31,"52 Sindae-ro 12-gil, Jeju-si, Jeju-do",4121010300,,5011013700102720031000001,,27447,,33,126,문화정보원,음악+댄스+마술 등,20240604,20240604
KCKRSPO23N000000546,관광명소,관광명소_축제,제27회 제주국제관광마라톤축제,50,제주특별자치도,50110,제주시,5011025634,구좌읍 김녕리,501103349030,제주특별자치도 제주시 구좌읍 김녕로 209,제주특별자치도 제주시 구좌읍 김녕리 497-1,"209 Gimnyeong-ro, Gujwa-eup, Jeju-si, Jeju-do",4131010700,,5011025634004570001051541,064-741-8772,27438,www.jejumarathon.com/,33,126,문화정보원,제주의 파란 바닷빛과 함께~ 천혜의 자연 에너지를 만끽할 수 있는 제주국제관광마라톤축제 아름다운 제주 바닷길을 함께 달려보자,20240604,20240604
KCKRSPO23N000000547,관광명소,관광명소_축제,2023 서귀포 유채꽃축제,50,제주특별자치도,50130,서귀포시,5013032024,표선면 가시리,501303349231,제주특별자치도 서귀포시 표선면 녹산로 381-15,제주특별자치도 서귀포시 표선면 가시리 3149-33 가시리조랑말체험공원,"381-15 Noksan-ro, Pyoseon-myeon, Seogwipo-si, Jeju-do",4131010700,가시리조랑말체험공원,5013032024131490033000001,064-760-3942,27214,https://www.seogwipo.go.kr/festivals/uchae/index.htm,33,126,문화정보원,화사한 봄꽃들이 만발한 봄날 3~4월 경에 열리는 2023 서귀포 유채꽃축제,20240604,20240604
